,type,ccAgentID,ccDeviceID,datetime,date,time,hour
2659,a,vlasovaoza,vlasovaoza,2022-05-07 19:32:00+03:00,2022-05-07,19:32:01,19
2660,a,vlasovaoza,vlasovaoza,2022-04-29 17:11:00+03:00,2022-04-29,17:11:22,17
2661,a,Elena_OP1,Elena_OP1,2022-05-17 17:03:00+03:00,2022-05-17,17:03:27,17
2662,a,abdulaevoz,abdulaevoz,2022-05-02 11:09:00+03:00,2022-05-02,11:09:27,11
2663,a,abdulaevoz,abdulaevoz,2022-05-08 13:03:00+03:00,2022-05-08,13:03:26,13
2664,a,kostinaoz,kostinaoz,2022-05-13 12:00:00+03:00,2022-05-13,12:00:10,12
2665,a,vlasovaoza,vlasovaoza,2022-04-30 14:36:00+03:00,2022-04-30,14:36:17,14
2666,a,kostinaoz,kostinaoz,2022-05-03 19:28:00+03:00,2022-05-03,19:27:58,19
2667,a,kostinaoz,kostinaoz,2022-05-07 20:36:00+03:00,2022-05-07,20:35:59,20
2668,a,abdulaevoz,abdulaevoz,2022-05-07 15:09:00+03:00,2022-05-07,15:08:44,15
2669,a,harsheva,harsheva,2022-05-18 10:19:00+03:00,2022-05-18,10:19:14,10
2670,a,kostinaoz,kostinaoz,2022-05-02 20:40:00+03:00,2022-05-02,20:40:29,20
2671,a,kostinaoz,kostinaoz,2022-05-06 13:20:00+03:00,2022-05-06,13:19:54,13
2672,a,Elena_OP1,Elena_OP1,2022-04-29 15:59:00+03:00,2022-04-29,15:59:09,15
2673,a,abdulaevoz,abdulaevoz,2022-04-30 14:00:00+03:00,2022-04-30,13:59:55,13
2674,a,esina_ey,esina_ey,2022-05-04 10:11:00+03:00,2022-05-04,10:10:35,10
2675,a,abdulaevoz,abdulaevoz,2022-04-28 17:51:00+03:00,2022-04-28,17:51:00,17
2676,a,kostinaoz,kostinaoz,2022-05-07 11:53:00+03:00,2022-05-07,11:53:23,11
2677,a,vlasovaoza,vlasovaoza,2022-05-11 12:30:00+03:00,2022-05-11,12:29:44,12
2678,a,kostinaoz,kostinaoz,2022-05-07 20:02:00+03:00,2022-05-07,20:02:28,20
2679,a,kostinaoz,kostinaoz,2022-05-04 18:27:00+03:00,2022-05-04,18:27:01,18
2680,a,vlasovaoza,vlasovaoza,2022-05-04 15:49:00+03:00,2022-05-04,15:49:05,15
2681,a,harsheva,harsheva,2022-05-06 11:38:00+03:00,2022-05-06,11:37:56,11
2682,a,abdulaevoz,abdulaevoz,2022-04-27 12:34:00+03:00,2022-04-27,12:34:23,12
2683,a,kostinaoz,kostinaoz,2022-05-04 20:59:00+03:00,2022-05-04,20:59:14,20
2684,a,kostinaoz,kostinaoz,2022-05-02 19:01:00+03:00,2022-05-02,19:01:11,19
2685,a,Elena_OP1,Elena_OP1,2022-05-11 10:16:00+03:00,2022-05-11,10:16:04,10
2686,a,kostinaoz,kostinaoz,2022-04-29 17:45:00+03:00,2022-04-29,17:44:34,17
2687,a,kostinaoz,kostinaoz,2022-05-07 20:09:00+03:00,2022-05-07,20:08:39,20
2688,a,kostinaoz,kostinaoz,2022-04-29 20:21:00+03:00,2022-04-29,20:21:19,20
2689,a,harsheva,harsheva,2022-05-01 19:07:00+03:00,2022-05-01,19:07:26,19
2690,a,kostinaoz,kostinaoz,2022-05-11 13:44:00+03:00,2022-05-11,13:43:37,13
2691,a,harsheva,harsheva,2022-04-28 14:26:00+03:00,2022-04-28,14:25:48,14
2692,a,kostinaoz,kostinaoz,2022-05-13 13:58:00+03:00,2022-05-13,13:57:57,13
2693,a,kostinaoz,kostinaoz,2022-05-11 15:52:00+03:00,2022-05-11,15:51:50,15
2694,a,harsheva,harsheva,2022-04-28 19:45:00+03:00,2022-04-28,19:45:26,19
2695,a,kostinaoz,kostinaoz,2022-05-11 20:40:00+03:00,2022-05-11,20:39:36,20
2696,a,Rus,Rus,2022-05-04 13:24:00+03:00,2022-05-04,13:24:03,13
2697,a,vlasovaoza,vlasovaoza,2022-04-29 09:17:00+03:00,2022-04-29,09:17:16,9
2698,a,Rus,Rus,2022-05-04 17:32:00+03:00,2022-05-04,17:32:24,17
2699,a,abdulaevoz,abdulaevoz,2022-05-12 10:05:00+03:00,2022-05-12,10:04:32,10
2700,a,abdulaevoz,abdulaevoz,2022-05-14 11:52:00+03:00,2022-05-14,11:52:09,11
2701,a,harsheva,harsheva,2022-05-02 10:36:00+03:00,2022-05-02,10:36:13,10
2702,a,Elena_OP1,Elena_OP1,2022-05-11 12:05:00+03:00,2022-05-11,12:05:04,12
2703,a,harsheva,harsheva,2022-05-05 10:54:00+03:00,2022-05-05,10:53:34,10
2704,a,vlasovaoza,vlasovaoza,2022-05-04 16:04:00+03:00,2022-05-04,16:04:09,16
2705,a,kostinaoz,kostinaoz,2022-05-07 13:07:00+03:00,2022-05-07,13:06:35,13
2706,a,mas,mas,2022-05-04 17:36:00+03:00,2022-05-04,17:36:17,17
2707,a,kostinaoz,kostinaoz,2022-05-06 20:53:00+03:00,2022-05-06,20:53:14,20
2708,a,Rus,Rus,2022-05-04 13:35:00+03:00,2022-05-04,13:35:14,13
2709,a,harsheva,harsheva,2022-05-05 17:06:00+03:00,2022-05-05,17:06:09,17
2710,a,harsheva,harsheva,2022-05-06 19:51:00+03:00,2022-05-06,19:51:14,19
2711,a,abdulaevoz,abdulaevoz,2022-04-29 14:31:00+03:00,2022-04-29,14:30:42,14
2712,a,kostinaoz,kostinaoz,2022-04-27 15:11:00+03:00,2022-04-27,15:11:21,15
2713,a,kostinaoz,kostinaoz,2022-05-09 10:01:00+03:00,2022-05-09,10:01:02,10
2714,a,kostinaoz,kostinaoz,2022-05-07 11:36:00+03:00,2022-05-07,11:36:25,11
2715,a,Elena_OP1,Elena_OP1,2022-05-17 11:29:00+03:00,2022-05-17,11:28:50,11
2716,a,abdulaevoz,abdulaevoz,2022-05-02 11:25:00+03:00,2022-05-02,11:24:51,11
2717,a,abdulaevoz,abdulaevoz,2022-05-07 13:15:00+03:00,2022-05-07,13:15:06,13
2718,a,Elena_OP1,Elena_OP1,2022-05-16 17:29:00+03:00,2022-05-16,17:29:27,17
2719,a,kostinaoz,kostinaoz,2022-05-05 14:06:00+03:00,2022-05-05,14:06:29,14
2720,a,kostinaoz,kostinaoz,2022-05-11 15:25:00+03:00,2022-05-11,15:25:22,15
2721,a,Kir,Kir,2022-05-04 14:40:00+03:00,2022-05-04,14:40:02,14
2722,a,kostinaoz,kostinaoz,2022-05-04 16:31:00+03:00,2022-05-04,16:31:15,16
2723,a,harsheva,harsheva,2022-05-01 13:26:00+03:00,2022-05-01,13:25:39,13
2724,a,abdulaevoz,abdulaevoz,2022-04-28 16:43:00+03:00,2022-04-28,16:43:22,16
2725,a,kostinaoz,kostinaoz,2022-05-18 13:54:00+03:00,2022-05-18,13:54:11,13
2726,a,harsheva,harsheva,2022-05-06 09:27:00+03:00,2022-05-06,09:27:06,9
2727,a,Rus,Rus,2022-05-06 13:30:00+03:00,2022-05-06,13:30:03,13
2728,a,abdulaevoz,abdulaevoz,2022-05-03 18:37:00+03:00,2022-05-03,18:36:37,18
2729,a,kostinaoz,kostinaoz,2022-05-03 19:39:00+03:00,2022-05-03,19:38:59,19
2730,a,Kir,Kir,2022-05-04 11:16:00+03:00,2022-05-04,11:16:07,11
2731,a,harsheva,harsheva,2022-05-06 19:32:00+03:00,2022-05-06,19:32:15,19
2732,a,vlasovaoza,vlasovaoza,2022-05-04 15:36:00+03:00,2022-05-04,15:36:02,15
2733,a,esina_ey,esina_ey,2022-05-17 13:20:00+03:00,2022-05-17,13:19:54,13
2734,a,abdulaevoz,abdulaevoz,2022-04-30 13:15:00+03:00,2022-04-30,13:15:22,13
2735,a,harsheva,harsheva,2022-05-02 12:22:00+03:00,2022-05-02,12:21:52,12
2736,a,Elena_OP1,Elena_OP1,2022-04-29 17:14:00+03:00,2022-04-29,17:13:59,17
2737,a,harsheva,harsheva,2022-04-27 10:54:00+03:00,2022-04-27,10:54:23,10
2738,a,harsheva,harsheva,2022-04-27 17:02:00+03:00,2022-04-27,17:02:04,17
2739,a,abdulaevoz,abdulaevoz,2022-04-29 17:03:00+03:00,2022-04-29,17:03:13,17
2740,a,vlasovaoza,vlasovaoza,2022-05-07 10:55:00+03:00,2022-05-07,10:54:59,10
2741,a,Elena_OP1,Elena_OP1,2022-04-29 11:30:00+03:00,2022-04-29,11:30:03,11
2742,a,vlasovaoza,vlasovaoza,2022-04-29 18:58:00+03:00,2022-04-29,18:57:49,18
2743,a,kostinaoz,kostinaoz,2022-04-28 09:24:00+03:00,2022-04-28,09:23:45,9
2744,a,abdulaevoz,abdulaevoz,2022-04-30 10:07:00+03:00,2022-04-30,10:06:41,10
2745,a,abdulaevoz,abdulaevoz,2022-05-17 12:19:00+03:00,2022-05-17,12:18:42,12
2746,a,abdulaevoz,abdulaevoz,2022-04-29 10:32:00+03:00,2022-04-29,10:32:25,10
2747,a,kostinaoz,kostinaoz,2022-04-29 18:57:00+03:00,2022-04-29,18:57:08,18
2748,a,harsheva,harsheva,2022-05-06 12:50:00+03:00,2022-05-06,12:50:09,12
2749,a,kostinaoz,kostinaoz,2022-05-12 10:34:00+03:00,2022-05-12,10:34:19,10
2750,a,vlasovaoza,vlasovaoza,2022-05-03 17:11:00+03:00,2022-05-03,17:11:08,17
2751,a,vlasovaoza,vlasovaoza,2022-05-03 16:17:00+03:00,2022-05-03,16:16:38,16
2752,a,Elena_OP1,Elena_OP1,2022-05-06 10:42:00+03:00,2022-05-06,10:41:42,10
2753,a,Elena_OP1,Elena_OP1,2022-04-27 13:26:00+03:00,2022-04-27,13:25:46,13
2754,a,harsheva,harsheva,2022-04-28 17:04:00+03:00,2022-04-28,17:04:26,17
2755,a,harsheva,harsheva,2022-05-01 13:38:00+03:00,2022-05-01,13:37:39,13
2756,a,vlasovaoza,vlasovaoza,2022-04-29 18:23:00+03:00,2022-04-29,18:23:01,18
2757,a,kostinaoz,kostinaoz,2022-05-02 19:16:00+03:00,2022-05-02,19:15:35,19
2758,a,Rus,Rus,2022-05-04 14:51:00+03:00,2022-05-04,14:51:27,14
2759,a,harsheva,harsheva,2022-05-01 17:17:00+03:00,2022-05-01,17:17:14,17
2760,a,kostinaoz,kostinaoz,2022-05-13 11:38:00+03:00,2022-05-13,11:38:29,11
2761,a,kostinaoz,kostinaoz,2022-04-27 20:19:00+03:00,2022-04-27,20:18:35,20
2762,a,vlasovaoza,vlasovaoza,2022-04-29 13:35:00+03:00,2022-04-29,13:34:40,13
2763,a,kostinaoz,kostinaoz,2022-05-05 11:46:00+03:00,2022-05-05,11:46:29,11
2764,a,vlasovaoza,vlasovaoza,2022-05-03 16:20:00+03:00,2022-05-03,16:19:42,16
2765,a,abdulaevoz,abdulaevoz,2022-04-27 11:32:00+03:00,2022-04-27,11:32:16,11
2766,a,kostinaoz,kostinaoz,2022-05-11 19:02:00+03:00,2022-05-11,19:02:13,19
2767,a,kostinaoz,kostinaoz,2022-05-05 13:10:00+03:00,2022-05-05,13:10:09,13
2768,a,Elena_OP1,Elena_OP1,2022-04-29 13:00:00+03:00,2022-04-29,12:59:40,12
2769,a,kostinaoz,kostinaoz,2022-05-18 10:15:00+03:00,2022-05-18,10:15:04,10
2770,a,abdulaevoz,abdulaevoz,2022-04-29 10:13:00+03:00,2022-04-29,10:12:57,10
2771,a,kostinaoz,kostinaoz,2022-05-13 14:56:00+03:00,2022-05-13,14:56:13,14
2772,a,kostinaoz,kostinaoz,2022-04-28 09:07:00+03:00,2022-04-28,09:07:06,9
2773,a,kostinaoz,kostinaoz,2022-05-16 11:17:00+03:00,2022-05-16,11:16:35,11
2774,a,harsheva,harsheva,2022-05-01 14:00:00+03:00,2022-05-01,14:00:14,14
2775,a,kostinaoz,kostinaoz,2022-05-06 09:48:00+03:00,2022-05-06,09:48:11,9
2776,a,kostinaoz,kostinaoz,2022-04-28 20:27:00+03:00,2022-04-28,20:26:53,20
2777,a,abdulaevoz,abdulaevoz,2022-05-05 12:54:00+03:00,2022-05-05,12:54:01,12
2778,a,abdulaevoz,abdulaevoz,2022-05-03 14:13:00+03:00,2022-05-03,14:13:14,14
2779,a,harsheva,harsheva,2022-04-28 12:41:00+03:00,2022-04-28,12:41:04,12
2780,a,harsheva,harsheva,2022-04-28 19:02:00+03:00,2022-04-28,19:01:33,19
2781,a,kostinaoz,kostinaoz,2022-05-06 11:22:00+03:00,2022-05-06,11:21:32,11
2782,a,Rus,Rus,2022-05-04 10:17:00+03:00,2022-05-04,10:17:01,10
2783,a,abdulaevoz,abdulaevoz,2022-05-05 13:48:00+03:00,2022-05-05,13:47:34,13
2784,a,harsheva,harsheva,2022-05-06 18:10:00+03:00,2022-05-06,18:09:47,18
2785,a,vekshina_v,vekshina_v,2022-05-13 13:53:00+03:00,2022-05-13,13:52:42,13
2786,a,kostinaoz,kostinaoz,2022-04-27 16:58:00+03:00,2022-04-27,16:57:40,16
2787,a,vlasovaoza,vlasovaoza,2022-05-07 14:33:00+03:00,2022-05-07,14:33:10,14
2788,a,kostinaoz,kostinaoz,2022-04-27 20:33:00+03:00,2022-04-27,20:32:41,20
2789,a,harsheva,harsheva,2022-05-02 09:31:00+03:00,2022-05-02,09:30:35,9
2790,a,harsheva,harsheva,2022-04-27 12:39:00+03:00,2022-04-27,12:38:47,12
2791,a,kostinaoz,kostinaoz,2022-05-05 10:45:00+03:00,2022-05-05,10:44:51,10
2792,a,Rus,Rus,2022-05-04 10:56:00+03:00,2022-05-04,10:55:43,10
2793,a,kostinaoz,kostinaoz,2022-05-06 13:26:00+03:00,2022-05-06,13:26:25,13
2794,a,abdulaevoz,abdulaevoz,2022-05-07 10:44:00+03:00,2022-05-07,10:44:17,10
2795,a,abdulaevoz,abdulaevoz,2022-05-08 12:02:00+03:00,2022-05-08,12:02:23,12
2796,a,kostinaoz,kostinaoz,2022-05-04 20:14:00+03:00,2022-05-04,20:13:58,20
2797,a,esina_ey,esina_ey,2022-04-29 11:13:00+03:00,2022-04-29,11:13:07,11
2798,a,kostinaoz,kostinaoz,2022-05-13 15:01:00+03:00,2022-05-13,15:00:42,15
2799,a,abdulaevoz,abdulaevoz,2022-05-14 15:41:00+03:00,2022-05-14,15:41:21,15
2800,a,abdulaevoz,abdulaevoz,2022-04-28 12:47:00+03:00,2022-04-28,12:47:03,12
2801,a,kostinaoz,kostinaoz,2022-04-29 17:58:00+03:00,2022-04-29,17:57:42,17
2802,a,esina_ey,esina_ey,2022-05-06 11:08:00+03:00,2022-05-06,11:07:36,11
2803,a,abdulaevoz,abdulaevoz,2022-04-30 13:53:00+03:00,2022-04-30,13:52:52,13
2804,a,kostinaoz,kostinaoz,2022-04-27 20:33:00+03:00,2022-04-27,20:33:12,20
2805,a,harsheva,harsheva,2022-05-06 12:40:00+03:00,2022-05-06,12:40:00,12
2806,a,abdulaevoz,abdulaevoz,2022-04-28 11:53:00+03:00,2022-04-28,11:53:03,11
2807,a,abdulaevoz,abdulaevoz,2022-05-14 14:19:00+03:00,2022-05-14,14:18:50,14
2808,a,vlasovaoza,vlasovaoza,2022-04-29 15:42:00+03:00,2022-04-29,15:42:23,15
2809,a,kostinaoz,kostinaoz,2022-05-07 09:37:00+03:00,2022-05-07,09:36:34,9
2810,a,harsheva,harsheva,2022-05-17 10:57:00+03:00,2022-05-17,10:56:36,10
2811,a,kostinaoz,kostinaoz,2022-05-13 13:41:00+03:00,2022-05-13,13:40:47,13
2812,a,kostinaoz,kostinaoz,2022-05-04 19:27:00+03:00,2022-05-04,19:26:49,19
2813,a,harsheva,harsheva,2022-05-06 13:58:00+03:00,2022-05-06,13:57:42,13
2814,a,kostinaoz,kostinaoz,2022-05-03 19:15:00+03:00,2022-05-03,19:15:03,19
2815,a,kostinaoz,kostinaoz,2022-05-08 09:00:00+03:00,2022-05-08,09:00:18,9
2816,a,kostinaoz,kostinaoz,2022-04-28 10:39:00+03:00,2022-04-28,10:38:39,10
2817,a,abdulaevoz,abdulaevoz,2022-04-27 11:32:00+03:00,2022-04-27,11:31:33,11
2818,a,esina_ey,esina_ey,2022-04-29 11:08:00+03:00,2022-04-29,11:07:54,11
2819,a,kostinaoz,kostinaoz,2022-04-27 16:48:00+03:00,2022-04-27,16:47:44,16
2820,a,kostinaoz,kostinaoz,2022-05-06 14:40:00+03:00,2022-05-06,14:40:23,14
2821,a,kostinaoz,kostinaoz,2022-05-11 20:41:00+03:00,2022-05-11,20:41:21,20
2822,a,abdulaevoz,abdulaevoz,2022-05-08 10:04:00+03:00,2022-05-08,10:04:27,10
2823,a,harsheva,harsheva,2022-05-01 20:29:00+03:00,2022-05-01,20:29:00,20
2824,a,harsheva,harsheva,2022-05-02 09:50:00+03:00,2022-05-02,09:50:13,9
2825,a,abzalov,abzalov,2022-05-13 23:28:00+03:00,2022-05-13,23:28:03,23
2826,a,vlasovaoza,vlasovaoza,2022-05-08 16:05:00+03:00,2022-05-08,16:05:02,16
2827,a,kostinaoz,kostinaoz,2022-05-12 09:22:00+03:00,2022-05-12,09:22:22,9
2828,a,abdulaevoz,abdulaevoz,2022-05-03 17:57:00+03:00,2022-05-03,17:57:01,17
2829,a,mas,mas,2022-05-05 16:07:00+03:00,2022-05-05,16:07:11,16
2830,a,harsheva,harsheva,2022-05-05 14:15:00+03:00,2022-05-05,14:15:22,14
2831,a,harsheva,harsheva,2022-04-27 12:52:00+03:00,2022-04-27,12:51:53,12
2832,a,kostinaoz,kostinaoz,2022-05-05 12:37:00+03:00,2022-05-05,12:36:35,12
2833,a,abdulaevoz,abdulaevoz,2022-05-07 16:25:00+03:00,2022-05-07,16:24:57,16
2834,a,abdulaevoz,abdulaevoz,2022-05-17 10:56:00+03:00,2022-05-17,10:56:28,10
2835,a,kostinaoz,kostinaoz,2022-05-16 12:40:00+03:00,2022-05-16,12:39:34,12
2836,a,vlasovaoza,vlasovaoza,2022-05-15 09:05:00+03:00,2022-05-15,09:05:19,9
2837,a,vlasovaoza,vlasovaoza,2022-04-30 13:45:00+03:00,2022-04-30,13:44:51,13
2838,a,vlasovaoza,vlasovaoza,2022-05-03 15:29:00+03:00,2022-05-03,15:28:50,15
2839,a,kostinaoz,kostinaoz,2022-05-05 12:23:00+03:00,2022-05-05,12:23:01,12
2840,a,harsheva,harsheva,2022-05-05 14:39:00+03:00,2022-05-05,14:38:42,14
2841,a,harsheva,harsheva,2022-05-01 14:27:00+03:00,2022-05-01,14:27:26,14
2842,a,abdulaevoz,abdulaevoz,2022-05-08 13:06:00+03:00,2022-05-08,13:06:18,13
2843,a,Rus,Rus,2022-05-04 13:03:00+03:00,2022-05-04,13:02:32,13
2844,a,esina_ey,esina_ey,2022-05-17 14:23:00+03:00,2022-05-17,14:22:45,14
2845,a,kostinaoz,kostinaoz,2022-05-08 09:40:00+03:00,2022-05-08,09:39:47,9
2846,a,harsheva,harsheva,2022-04-28 15:54:00+03:00,2022-04-28,15:54:28,15
2847,a,abdulaevoz,abdulaevoz,2022-04-28 10:50:00+03:00,2022-04-28,10:50:09,10
2848,a,harsheva,harsheva,2022-05-02 17:50:00+03:00,2022-05-02,17:50:03,17
2849,a,kostinaoz,kostinaoz,2022-05-11 15:22:00+03:00,2022-05-11,15:21:33,15
2850,a,abdulaevoz,abdulaevoz,2022-05-04 10:55:00+03:00,2022-05-04,10:55:04,10
2851,a,kostinaoz,kostinaoz,2022-05-02 20:29:00+03:00,2022-05-02,20:29:00,20
2852,a,kostinaoz,kostinaoz,2022-05-11 18:08:00+03:00,2022-05-11,18:08:21,18
2853,a,abdulaevoz,abdulaevoz,2022-05-03 10:41:00+03:00,2022-05-03,10:40:43,10
2854,a,harsheva,harsheva,2022-04-28 13:39:00+03:00,2022-04-28,13:39:04,13
2855,a,kostinaoz,kostinaoz,2022-05-06 10:25:00+03:00,2022-05-06,10:24:38,10
2856,a,Elena_OP1,Elena_OP1,2022-04-29 17:05:00+03:00,2022-04-29,17:04:59,17
2857,a,abdulaevoz,abdulaevoz,2022-04-27 17:42:00+03:00,2022-04-27,17:42:18,17
2858,a,kostinaoz,kostinaoz,2022-04-30 09:38:00+03:00,2022-04-30,09:37:33,9
2859,a,harsheva,harsheva,2022-05-06 17:42:00+03:00,2022-05-06,17:42:28,17
2860,a,kostinaoz,kostinaoz,2022-05-10 09:06:00+03:00,2022-05-10,09:06:01,9
2861,a,harsheva,harsheva,2022-04-27 11:24:00+03:00,2022-04-27,11:23:34,11
2862,a,kostinaoz,kostinaoz,2022-05-05 19:16:00+03:00,2022-05-05,19:15:40,19
2863,a,Elena_OP1,Elena_OP1,2022-05-06 13:37:00+03:00,2022-05-06,13:37:27,13
2864,a,kostinaoz,kostinaoz,2022-05-12 10:14:00+03:00,2022-05-12,10:13:36,10
2865,a,vlasovaoza,vlasovaoza,2022-05-03 14:14:00+03:00,2022-05-03,14:13:34,14
2866,a,Rus,Rus,2022-05-04 12:57:00+03:00,2022-05-04,12:57:19,12
2867,a,abdulaevoz,abdulaevoz,2022-04-29 11:10:00+03:00,2022-04-29,11:09:32,11
2868,a,kostinaoz,kostinaoz,2022-05-07 09:40:00+03:00,2022-05-07,09:40:15,9
2869,a,Rus,Rus,2022-05-04 16:08:00+03:00,2022-05-04,16:07:43,16
2870,a,abdulaevoz,abdulaevoz,2022-05-18 10:19:00+03:00,2022-05-18,10:19:20,10
2871,a,vlasovaoza,vlasovaoza,2022-05-04 18:01:00+03:00,2022-05-04,18:01:26,18
2872,a,vlasovaoza,vlasovaoza,2022-04-29 17:18:00+03:00,2022-04-29,17:17:41,17
2873,a,vlasovaoza,vlasovaoza,2022-05-04 14:03:00+03:00,2022-05-04,14:03:16,14
2874,a,vlasovaoza,vlasovaoza,2022-05-08 11:48:00+03:00,2022-05-08,11:47:55,11
2875,a,abdulaevoz,abdulaevoz,2022-05-07 14:24:00+03:00,2022-05-07,14:23:37,14
2876,a,kostinaoz,kostinaoz,2022-04-27 19:46:00+03:00,2022-04-27,19:45:32,19
2877,a,harsheva,harsheva,2022-04-27 13:19:00+03:00,2022-04-27,13:19:29,13
2878,a,kostinaoz,kostinaoz,2022-05-07 12:07:00+03:00,2022-05-07,12:07:21,12
2879,a,abdulaevoz,abdulaevoz,2022-05-02 17:13:00+03:00,2022-05-02,17:12:44,17
2880,a,harsheva,harsheva,2022-05-01 16:48:00+03:00,2022-05-01,16:47:53,16
2881,a,vlasovaoza,vlasovaoza,2022-04-29 17:25:00+03:00,2022-04-29,17:25:03,17
2882,a,esina_ey,esina_ey,2022-05-06 13:25:00+03:00,2022-05-06,13:25:02,13
2883,a,harsheva,harsheva,2022-05-06 12:05:00+03:00,2022-05-06,12:05:03,12
2884,a,vlasovaoza,vlasovaoza,2022-05-07 11:20:00+03:00,2022-05-07,11:19:34,11
2885,a,kostinaoz,kostinaoz,2022-04-29 20:38:00+03:00,2022-04-29,20:38:27,20
2886,a,abdulaevoz,abdulaevoz,2022-05-03 09:22:00+03:00,2022-05-03,09:21:49,9
2887,a,abdulaevoz,abdulaevoz,2022-04-30 12:28:00+03:00,2022-04-30,12:28:10,12
2888,a,kostinaoz,kostinaoz,2022-05-13 10:34:00+03:00,2022-05-13,10:34:10,10
2889,a,vlasovaoza,vlasovaoza,2022-05-04 19:38:00+03:00,2022-05-04,19:37:40,19
2890,a,abdulaevoz,abdulaevoz,2022-05-16 11:58:00+03:00,2022-05-16,11:58:01,11
2891,a,harsheva,harsheva,2022-05-01 16:15:00+03:00,2022-05-01,16:14:51,16
2892,a,kostinaoz,kostinaoz,2022-05-06 10:37:00+03:00,2022-05-06,10:36:44,10
2893,a,Elena_OP1,Elena_OP1,2022-05-17 16:03:00+03:00,2022-05-17,16:02:43,16
2894,a,kostinaoz,kostinaoz,2022-05-11 09:41:00+03:00,2022-05-11,09:40:57,9
2895,a,kostinaoz,kostinaoz,2022-05-16 13:51:00+03:00,2022-05-16,13:50:41,13
2896,a,Rus,Rus,2022-05-04 17:34:00+03:00,2022-05-04,17:33:59,17
2897,a,abdulaevoz,abdulaevoz,2022-05-02 15:02:00+03:00,2022-05-02,15:02:09,15
2898,a,abdulaevoz,abdulaevoz,2022-05-05 14:44:00+03:00,2022-05-05,14:43:44,14
2899,a,kostinaoz,kostinaoz,2022-05-06 11:40:00+03:00,2022-05-06,11:40:04,11
2900,a,vlasovaoza,vlasovaoza,2022-05-07 11:05:00+03:00,2022-05-07,11:05:17,11
2901,a,Rus,Rus,2022-05-04 15:12:00+03:00,2022-05-04,15:11:41,15
2902,a,kostinaoz,kostinaoz,2022-05-05 14:43:00+03:00,2022-05-05,14:42:40,14
2903,a,kostinaoz,kostinaoz,2022-04-27 15:29:00+03:00,2022-04-27,15:28:39,15
2904,a,kostinaoz,kostinaoz,2022-04-28 09:09:00+03:00,2022-04-28,09:08:43,9
2905,a,mas,mas,2022-05-05 15:45:00+03:00,2022-05-05,15:45:21,15
2906,a,Kir,Kir,2022-05-04 12:34:00+03:00,2022-05-04,12:33:39,12
2907,a,harsheva,harsheva,2022-05-01 14:39:00+03:00,2022-05-01,14:38:43,14
2908,a,Rus,Rus,2022-05-06 12:42:00+03:00,2022-05-06,12:42:20,12
2909,a,harsheva,harsheva,2022-05-05 10:24:00+03:00,2022-05-05,10:23:37,10
2910,a,kostinaoz,kostinaoz,2022-05-17 11:43:00+03:00,2022-05-17,11:43:08,11
2911,a,Rus,Rus,2022-05-04 11:54:00+03:00,2022-05-04,11:54:16,11
2912,a,kostinaoz,kostinaoz,2022-05-17 11:52:00+03:00,2022-05-17,11:52:27,11
2913,a,vlasovaoza,vlasovaoza,2022-04-29 13:34:00+03:00,2022-04-29,13:33:56,13
2914,a,kostinaoz,kostinaoz,2022-04-30 20:43:00+03:00,2022-04-30,20:43:03,20
2915,a,abdulaevoz,abdulaevoz,2022-04-27 12:18:00+03:00,2022-04-27,12:18:21,12
2916,a,kostinaoz,kostinaoz,2022-05-13 14:54:00+03:00,2022-05-13,14:53:58,14
2917,a,harsheva,harsheva,2022-05-05 16:12:00+03:00,2022-05-05,16:11:48,16
2918,a,kostinaoz,kostinaoz,2022-05-13 10:08:00+03:00,2022-05-13,10:08:15,10
2919,a,kostinaoz,kostinaoz,2022-04-29 19:14:00+03:00,2022-04-29,19:13:34,19
2920,a,Rus,Rus,2022-05-04 15:09:00+03:00,2022-05-04,15:08:57,15
2921,a,abdulaevoz,abdulaevoz,2022-04-28 11:54:00+03:00,2022-04-28,11:54:23,11
2922,a,Rus,Rus,2022-05-04 15:06:00+03:00,2022-05-04,15:05:59,15
2923,a,kostinaoz,kostinaoz,2022-04-27 16:41:00+03:00,2022-04-27,16:40:53,16
2924,a,harsheva,harsheva,2022-04-27 12:03:00+03:00,2022-04-27,12:02:50,12
2925,a,Rus,Rus,2022-05-04 12:17:00+03:00,2022-05-04,12:16:59,12
2926,a,kostinaoz,kostinaoz,2022-05-04 20:53:00+03:00,2022-05-04,20:53:24,20
2927,a,esina_ey,esina_ey,2022-05-06 12:51:00+03:00,2022-05-06,12:50:49,12
2928,a,kostinaoz,kostinaoz,2022-05-16 12:41:00+03:00,2022-05-16,12:41:24,12
2929,a,kostinaoz,kostinaoz,2022-05-04 16:25:00+03:00,2022-05-04,16:25:25,16
2930,a,vlasovaoza,vlasovaoza,2022-05-07 09:25:00+03:00,2022-05-07,09:24:32,9
2931,a,vekshina_v,vekshina_v,2022-05-17 15:23:00+03:00,2022-05-17,15:22:49,15
2932,a,harsheva,harsheva,2022-05-02 12:53:00+03:00,2022-05-02,12:52:44,12
2933,a,abdulaevoz,abdulaevoz,2022-05-17 12:11:00+03:00,2022-05-17,12:11:25,12
2934,a,kostinaoz,kostinaoz,2022-05-08 09:12:00+03:00,2022-05-08,09:12:01,9
2935,a,kostinaoz,kostinaoz,2022-05-09 09:10:00+03:00,2022-05-09,09:10:23,9
