Year,Month,DayofMonth,DayOfWeek,Carrier,OriginAirport,DestAirport,CRSDepTime,DepDelay,DepDel15,CRSArrTime,ArrDelay,ArrDel15,Cancelled
2013,4,15,1,DL,SEA,DTW,725,-4.0,0.0,1438,-8.0,0,0
2013,9,24,2,DL,PHL,ATL,1805,-7.0,0.0,2027,-10.0,0,0
2013,9,4,3,US,PHX,ONT,1700,-6.0,0.0,1811,-9.0,0,0
2013,8,1,4,US,PHL,FLL,1005,-1.0,0.0,1300,68.0,1,0
2013,10,4,5,OO,DFW,IAH,1919,66.0,1.0,2026,55.0,1,0
2013,8,19,1,YV,PHX,TUS,2005,-6.0,0.0,2050,-10.0,0,0
2013,5,10,5,EV,EWR,BDL,739,-3.0,0.0,841,-15.0,0,0
2013,10,9,3,DL,ATL,DFW,1622,-4.0,0.0,1748,-18.0,0,0
2013,10,3,4,OO,OKC,DEN,1058,-1.0,0.0,1139,-2.0,0,0
2013,8,18,7,DL,FLL,CVG,825,-2.0,0.0,1054,-23.0,0,0
2013,8,23,5,VX,SFO,PDX,2035,-5.0,0.0,2220,-25.0,0,0
2013,9,8,7,FL,PHL,FLL,625,-1.0,0.0,905,-25.0,0,0
2013,9,27,5,F9,OMA,DEN,1829,-6.0,0.0,1900,7.0,0,0
2013,5,29,3,B6,PBI,BOS,722,-8.0,0.0,1025,-4.0,0,0
2013,4,7,7,UA,TPA,DEN,600,-5.0,0.0,807,-33.0,0,0
2013,7,1,1,WN,LGA,MKE,940,52.0,1.0,1110,73.0,1,0
2013,7,8,1,DL,MCO,MEM,1208,-2.0,0.0,1311,-17.0,0,0
2013,5,23,4,WN,SMF,LAX,1740,28.0,1.0,1905,17.0,1,0
2013,7,6,6,MQ,MIA,JAX,1745,3.0,0.0,1900,-7.0,0,0
2013,8,19,1,WN,BUR,LAS,1445,0.0,0.0,1550,-9.0,0,0
2013,10,21,1,UA,SJU,EWR,1635,47.0,1.0,2042,40.0,1,0
2013,6,24,1,AA,MIA,RDU,2100,4.0,0.0,2305,-2.0,0,0
2013,4,15,1,WN,MCI,PHX,755,5.0,0.0,845,19.0,1,0
2013,10,22,2,MQ,CLT,ORD,2035,-6.0,0.0,2135,-14.0,0,0
2013,6,27,4,UA,DEN,LAX,1719,0.0,0.0,1845,-16.0,0,0
2013,7,19,5,YV,OGG,HNL,1445,30.0,1.0,1517,34.0,1,0
2013,5,12,7,OO,IAH,DAL,1436,9.0,0.0,1538,12.0,0,0
2013,6,8,6,YV,MEM,CLT,1848,-1.0,0.0,2132,-20.0,0,0
2013,7,28,7,DL,SLC,ATL,700,-5.0,0.0,1235,-15.0,0,0
2013,8,3,6,DL,DTW,MCO,1953,32.0,1.0,2228,12.0,0,0
2013,10,13,7,EV,MSP,EWR,2014,-5.0,0.0,2358,-25.0,0,0
2013,5,21,2,US,PHL,DFW,2035,-9.0,0.0,2307,17.0,1,0
2013,10,13,7,WN,CMH,STL,1945,11.0,0.0,2005,7.0,0,0
2013,4,14,7,WN,BUR,LAS,2020,-3.0,0.0,2125,-9.0,0,0
2013,9,1,7,AA,DFW,RIC,1405,-1.0,0.0,1750,10.0,0,0
2013,10,15,2,AA,SJU,MIA,755,-3.0,0.0,1035,-4.0,0,0
2013,5,23,4,UA,JFK,SFO,1210,-3.0,0.0,1529,21.0,1,0
2013,9,11,3,B6,RDU,JFK,1015,-1.0,0.0,1143,-1.0,0,0
2013,6,29,6,B6,TPA,SJU,1605,19.0,1.0,1906,11.0,0,0
2013,4,20,6,F9,DEN,SNA,2059,-4.0,0.0,2217,-14.0,0,0
2013,8,5,1,WN,PHX,MSP,1200,-2.0,0.0,1705,-15.0,0,0
2013,8,5,1,FL,MDW,ATL,1852,7.0,0.0,2135,-6.0,0,0
2013,4,27,6,UA,DEN,MSY,1323,-1.0,0.0,1656,-12.0,0,0
2013,7,19,5,UA,SEA,EWR,600,-2.0,0.0,1410,-17.0,0,0
2013,4,6,6,B6,MCO,DCA,1920,-6.0,0.0,2127,3.0,0,0
2013,6,25,2,AS,SEA,LAS,1420,1.0,0.0,1634,10.0,0,0
2013,6,14,5,WN,PHX,ONT,2105,25.0,1.0,2210,24.0,1,0
2013,4,21,7,MQ,CLT,ORD,2025,16.0,1.0,2125,10.0,0,0
2013,8,12,1,MQ,ORD,ATL,1705,24.0,1.0,2000,43.0,1,0
2013,7,11,4,DL,DTW,LGA,835,3.0,0.0,1025,17.0,1,0
2013,10,2,3,DL,ATL,PIT,2155,-8.0,0.0,2339,-17.0,0,0
2013,8,25,7,UA,IAD,SFO,2208,10.0,0.0,41,9.0,0,0
2013,5,13,1,DL,DTW,LGA,725,-6.0,0.0,918,7.0,0,0
2013,6,3,1,AA,ABQ,DFW,915,-10.0,0.0,1200,-16.0,0,0
2013,6,11,2,UA,ORD,EWR,1310,54.0,1.0,1625,36.0,1,0
2013,6,17,1,UA,IAH,SFO,737,5.0,0.0,948,4.0,0,0
2013,9,25,3,AA,ORD,MIA,1000,-1.0,0.0,1405,-17.0,0,0
2013,4,14,7,B6,MCO,EWR,1450,7.0,0.0,1732,19.0,1,0
2013,8,12,1,WN,TUS,DEN,700,-1.0,0.0,950,-13.0,0,0
2013,6,6,4,WN,ATL,SDF,840,-1.0,0.0,1020,-23.0,0,0
2013,9,25,3,WN,LAS,SEA,1620,25.0,1.0,1850,44.0,1,0
2013,6,23,7,F9,DEN,SEA,2055,16.0,1.0,2240,22.0,1,0
2013,8,15,4,WN,SNA,SMF,2115,31.0,1.0,2235,25.0,1,0
2013,7,17,3,UA,IAD,LAX,1224,-5.0,0.0,1449,-41.0,0,0
2013,6,23,7,B6,JFK,FLL,2136,32.0,1.0,31,66.0,1,0
2013,10,27,7,B6,LGB,JFK,1013,-7.0,0.0,1826,-11.0,0,0
2013,8,29,4,F9,DEN,LAX,1255,11.0,0.0,1415,3.0,0,0
2013,7,3,3,AA,MSP,ORD,1330,19.0,1.0,1500,22.0,1,0
2013,7,3,3,OO,BUR,SFO,1311,-10.0,0.0,1439,-30.0,0,0
2013,5,24,5,MQ,JFK,DCA,755,-2.0,0.0,910,-2.0,0,0
2013,10,31,4,WN,OAK,SNA,735,0.0,0.0,900,-9.0,0,0
2013,4,2,2,WN,LAX,PHX,1815,-1.0,0.0,1935,-10.0,0,0
2013,6,29,6,FL,HOU,MCO,700,0.0,0.0,1020,-2.0,0,0
2013,5,22,3,US,EWR,PHX,1015,3.0,0.0,1230,-9.0,0,0
2013,9,19,4,UA,EWR,DEN,1529,71.0,1.0,1747,60.0,1,0
2013,10,28,1,WN,STL,DCA,1525,12.0,0.0,1815,10.0,0,0
2013,7,27,6,US,TPA,PHL,1200,-1.0,0.0,1433,-9.0,0,0
2013,9,1,7,EV,PHL,DTW,540,7.0,0.0,727,-23.0,0,0
2013,8,3,6,US,SFO,CLT,1100,0.0,0.0,1903,-17.0,0,0
2013,6,10,1,US,CLT,MCO,1630,8.0,0.0,1809,-1.0,0,0
2013,7,1,1,WN,PVD,BWI,1350,3.0,0.0,1505,3.0,0,0
2013,5,23,4,US,BDL,CLT,1710,65.0,1.0,1911,106.0,1,0
2013,6,19,3,UA,LAX,CLE,1056,23.0,1.0,1828,-2.0,0,0
2013,7,25,4,WN,MSP,DEN,645,-1.0,0.0,745,-8.0,0,0
2013,6,14,5,UA,BUF,ORD,700,-10.0,0.0,737,-14.0,0,0
2013,7,22,1,B6,JFK,SLC,1930,75.0,1.0,2248,102.0,1,0
2013,4,30,2,B6,BOS,MCO,1012,-2.0,0.0,1318,-13.0,0,0
2013,9,6,5,VX,SFO,ORD,735,-2.0,0.0,1345,-6.0,0,0
2013,4,4,4,WN,BWI,ATL,1545,-1.0,0.0,1735,16.0,1,0
2013,5,22,3,FL,ATL,FLL,1600,-5.0,0.0,1749,-5.0,0,0
2013,6,25,2,AA,AUS,LAX,1220,6.0,0.0,1320,7.0,0,0
2013,6,4,2,WN,LAS,MSY,1930,-1.0,0.0,55,-18.0,0,0
2013,5,24,5,UA,LAX,ORD,1220,15.0,1.0,1815,3.0,0,0
2013,9,19,4,AA,BOS,JFK,1750,1.0,0.0,1935,-33.0,0,0
2013,10,18,5,DL,ATL,DFW,1005,3.0,0.0,1134,-2.0,0,0
2013,7,12,5,DL,ATL,RIC,1917,47.0,1.0,2055,60.0,1,0
2013,5,3,5,EV,CLE,BOS,848,-5.0,0.0,1034,-5.0,0,0
2013,7,12,5,UA,IAD,SAN,805,-4.0,0.0,1014,-28.0,0,0
2013,4,29,1,FL,TPA,BWI,1215,-4.0,0.0,1430,11.0,0,0
2013,8,26,1,VX,DFW,SFO,700,-9.0,0.0,840,-25.0,0,0
2013,6,11,2,UA,ORD,BWI,1606,-2.0,0.0,1900,5.0,0,0
2013,8,19,1,OO,LGB,SLC,1259,-6.0,0.0,1544,-13.0,0,0
2013,7,21,7,DL,MEM,ATL,845,26.0,1.0,1106,23.0,1,0
2013,10,16,3,AA,SDF,DFW,1910,12.0,0.0,2025,12.0,0,0
2013,4,23,2,UA,IAH,FLL,1302,-2.0,0.0,1634,-6.0,0,0
2013,4,18,4,OO,LAX,SAN,1400,-4.0,0.0,1450,-4.0,0,0
2013,9,12,4,WN,MSP,STL,1845,18.0,1.0,2005,15.0,1,0
2013,8,12,1,MQ,CVG,JFK,1235,155.0,1.0,1440,143.0,1,0
2013,5,7,2,DL,BOS,DTW,1240,3.0,0.0,1447,-10.0,0,0
2013,6,2,7,DL,ATL,PHX,1959,105.0,1.0,2108,104.0,1,0
2013,10,11,5,WN,BNA,CMH,1035,5.0,0.0,1245,4.0,0,0
2013,6,25,2,UA,SFO,PIT,2236,114.0,1.0,633,94.0,1,0
2013,9,20,5,B6,BOS,BUF,1641,-7.0,0.0,1809,-23.0,0,0
2013,9,7,6,FL,MCO,ATL,800,-9.0,0.0,930,-13.0,0,0
2013,9,29,7,AA,JFK,BOS,2025,-1.0,0.0,2140,-17.0,0,0
2013,9,26,4,DL,PDX,SLC,600,-7.0,0.0,849,-23.0,0,0
2013,5,6,1,WN,PHX,SJC,605,-2.0,0.0,805,4.0,0,0
2013,4,9,2,DL,IND,MSP,740,248.0,1.0,827,243.0,1,0
2013,9,13,5,DL,LAX,ATL,1159,1.0,0.0,1922,1.0,0,0
2013,9,2,1,DL,SMF,SLC,1350,-9.0,0.0,1620,-6.0,0,0
2013,5,6,1,DL,SJU,ATL,700,-3.0,0.0,1048,-5.0,0,0
2013,8,10,6,9E,MSP,JFK,1120,0.0,0.0,1510,22.0,1,0
2013,9,20,5,MQ,LGA,CLE,1159,,,1344,,1,1
2013,4,21,7,UA,SFO,AUS,1425,5.0,0.0,2001,-18.0,0,0
2013,5,13,1,OO,ORD,MSP,1152,5.0,0.0,1317,9.0,0,0
2013,4,8,1,WN,LAS,PIT,1750,36.0,1.0,55,20.0,1,0
2013,8,17,6,WN,DEN,OMA,1835,0.0,0.0,2055,-7.0,0,0
2013,10,30,3,WN,BWI,BDL,1215,0.0,0.0,1320,-1.0,0,0
2013,4,1,1,9E,BDL,DTW,926,-5.0,0.0,1130,8.0,0,0
2013,4,11,4,WN,BNA,MDW,1045,-2.0,0.0,1215,-14.0,0,0
2013,8,11,7,F9,LGA,DEN,1730,2.0,0.0,1951,38.0,1,0
2013,4,9,2,US,DCA,LGA,1100,-4.0,0.0,1214,4.0,0,0
2013,8,30,5,DL,SEA,JFK,932,0.0,0.0,1750,-26.0,0,0
2013,7,6,6,WN,AUS,DAL,1540,1.0,0.0,1635,3.0,0,0
2013,8,5,1,OO,SLC,ORD,745,-7.0,0.0,1145,-27.0,0,0
2013,8,25,7,MQ,DCA,JFK,1255,9.0,0.0,1415,-3.0,0,0
2013,6,12,3,OO,ORD,DTW,1826,261.0,1.0,2059,287.0,1,0
2013,5,18,6,UA,LAX,HNL,1300,1.0,0.0,1540,10.0,0,0
2013,6,2,7,OO,TUS,LAX,1343,0.0,0.0,1523,-10.0,0,0
2013,10,27,7,WN,DEN,LAS,1100,-2.0,0.0,1155,-2.0,0,0
2013,5,12,7,MQ,DFW,CVG,1105,-2.0,0.0,1415,-11.0,0,0
2013,8,13,2,UA,BWI,IAH,1215,12.0,0.0,1419,5.0,0,0
2013,7,19,5,US,PHX,PDX,1650,-3.0,0.0,1924,13.0,0,0
2013,6,6,4,DL,HNL,LAX,1125,12.0,0.0,2005,4.0,0,0
2013,7,25,4,DL,HOU,ATL,1230,19.0,1.0,1531,14.0,0,0
2013,4,25,4,DL,SDF,ATL,729,-3.0,0.0,854,-14.0,0,0
2013,9,3,2,EV,CLE,LGA,1818,-6.0,0.0,1959,-17.0,0,0
2013,5,11,6,UA,IAH,SAN,2115,6.0,0.0,2251,-18.0,0,0
2013,5,28,2,UA,EWR,DEN,1830,24.0,1.0,2058,11.0,0,0
2013,9,21,6,AS,SEA,SFO,1535,-2.0,0.0,1737,8.0,0,0
2013,8,17,6,AA,DCA,DFW,1615,4.0,0.0,1830,-2.0,0,0
2013,9,21,6,WN,TPA,PHL,1110,-5.0,0.0,1335,-11.0,0,0
2013,8,6,2,AA,ORD,SEA,1850,-5.0,0.0,2125,-18.0,0,0
2013,10,31,4,B6,LGB,SMF,1105,-9.0,0.0,1229,-22.0,0,0
2013,8,1,4,HA,OGG,LAX,1355,-4.0,0.0,2205,4.0,0,0
2013,8,16,5,WN,DAL,HOU,730,0.0,0.0,830,-6.0,0,0
2013,6,17,1,OO,ORD,ATL,1145,-3.0,0.0,1439,4.0,0,0
2013,8,22,4,US,CLT,BWI,2225,6.0,0.0,2345,1.0,0,0
2013,7,27,6,WN,DEN,ONT,830,1.0,0.0,945,-2.0,0,0
2013,4,8,1,OO,LAX,SJC,1653,-2.0,0.0,1805,9.0,0,0
2013,5,29,3,DL,LGA,ATL,1200,-4.0,0.0,1434,1.0,0,0
2013,10,16,3,DL,RDU,ATL,1330,-5.0,0.0,1500,-18.0,0,0
2013,4,8,1,OO,OKC,DEN,1120,-5.0,0.0,1202,-7.0,0,0
2013,7,25,4,UA,SFO,ORD,753,-3.0,0.0,1401,-10.0,0,0
2013,4,6,6,OO,ORD,MKE,1034,-5.0,0.0,1117,4.0,0,0
2013,9,29,7,MQ,CMH,ORD,1925,2.0,0.0,1940,-1.0,0,0
2013,4,19,5,DL,LGA,DTW,1245,29.0,1.0,1445,33.0,1,0
2013,5,25,6,WN,MDW,MCO,1320,15.0,1.0,1700,1.0,0,0
2013,7,27,6,OO,PHX,TUS,1345,-3.0,0.0,1430,-3.0,0,0
2013,5,7,2,WN,ATL,MDW,600,-2.0,0.0,655,-14.0,0,0
2013,7,24,3,DL,BOS,MSP,1130,-4.0,0.0,1338,-14.0,0,0
2013,9,29,7,US,RIC,CLT,920,-5.0,0.0,1039,8.0,0,0
2013,4,7,7,WN,PHX,SAT,1135,-6.0,0.0,1545,-22.0,0,0
2013,4,26,5,DL,DTW,LAX,1935,-6.0,0.0,2140,-6.0,0,0
2013,8,30,5,9E,ATL,IAD,832,-1.0,0.0,1026,2.0,0,0
2013,5,15,3,UA,IAH,IAD,1548,-3.0,0.0,1949,-13.0,0,0
2013,9,12,4,DL,MSP,MEM,1115,1.0,0.0,1311,-9.0,0,0
2013,6,25,2,EV,MSY,EWR,1839,84.0,1.0,2255,108.0,1,0
2013,4,2,2,EV,EWR,RIC,1901,29.0,1.0,2021,19.0,1,0
2013,6,5,3,AA,PHL,DFW,1825,-6.0,0.0,2130,-27.0,0,0
2013,5,6,1,9E,MSP,CLE,1320,46.0,1.0,1614,35.0,1,0
2013,8,24,6,US,PHX,IAH,1850,-5.0,0.0,2335,-18.0,0,0
2013,8,15,4,OO,MKE,ORD,1347,0.0,0.0,1433,2.0,0,0
2013,8,21,3,WN,ORF,ATL,620,-4.0,0.0,805,-6.0,0,0
2013,9,3,2,WN,MCI,DAL,1125,-1.0,0.0,1250,-10.0,0,0
2013,6,7,5,AA,DFW,LAS,1540,-2.0,0.0,1635,-17.0,0,0
2013,6,15,6,AA,DFW,MSY,1555,74.0,1.0,1725,82.0,1,0
2013,5,2,4,B6,PBI,JFK,2018,-5.0,0.0,2300,-9.0,0,0
2013,6,3,1,DL,DCA,MSP,830,11.0,0.0,1014,11.0,0,0
2013,4,24,3,B6,IAD,JFK,1934,,,2103,,1,1
2013,7,20,6,MQ,ORD,DTW,1645,102.0,1.0,1905,103.0,1,0
2013,6,7,5,AA,IAH,JFK,1010,3.0,0.0,1445,2.0,0,0
2013,6,26,3,UA,LAS,DEN,600,-5.0,0.0,853,-5.0,0,0
2013,10,17,4,UA,BOS,SFO,815,-1.0,0.0,1150,-13.0,0,0
2013,4,4,4,WN,HOU,DAL,800,-2.0,0.0,900,0.0,0,0
2013,8,11,7,AS,SEA,LAX,1705,-9.0,0.0,1941,-9.0,0,0
2013,5,22,3,WN,RDU,MDW,1555,23.0,1.0,1655,26.0,1,0
2013,6,21,5,MQ,CLT,LGA,1800,-4.0,0.0,2000,-15.0,0,0
2013,7,23,2,WN,SLC,OAK,2045,6.0,0.0,2135,-6.0,0,0
2013,4,10,3,US,PHL,BOS,1615,-5.0,0.0,1738,-15.0,0,0
2013,10,31,4,YV,LGB,PHX,1635,-3.0,0.0,1755,-4.0,0,0
2013,5,24,5,DL,LAX,MSP,50,0.0,0.0,621,-10.0,0,0
2013,9,21,6,AS,MSP,SEA,1300,-10.0,0.0,1434,-10.0,0,0
2013,6,10,1,AA,PHX,DFW,535,-11.0,0.0,950,-11.0,0,0
2013,10,20,7,DL,SLC,PHL,1712,3.0,0.0,2328,-23.0,0,0
2013,9,7,6,B6,FLL,JFK,755,-6.0,0.0,1036,-1.0,0,0
2013,6,9,7,WN,SAN,SJC,845,-3.0,0.0,1005,-7.0,0,0
2013,4,21,7,B6,SLC,LGB,1837,-9.0,0.0,1926,-15.0,0,0
2013,10,1,2,9E,OKC,MSP,1605,-5.0,0.0,1808,-16.0,0,0
2013,4,21,7,UA,IAH,SMF,902,5.0,0.0,1117,8.0,0,0
2013,5,2,4,UA,CLE,DEN,903,-5.0,0.0,1033,-12.0,0,0
2013,7,13,6,WN,OAK,PHX,1845,2.0,0.0,2040,-4.0,0,0
2013,5,8,3,B6,SJU,FLL,1523,42.0,1.0,1814,51.0,1,0
2013,5,23,4,9E,BUF,MSP,1855,-6.0,0.0,2007,-19.0,0,0
2013,10,1,2,EV,IND,EWR,1625,-8.0,0.0,1827,-11.0,0,0
2013,6,18,2,DL,BNA,LAX,1715,-3.0,0.0,1934,16.0,1,0
2013,4,7,7,WN,ONT,SJC,1050,5.0,0.0,1200,1.0,0,0
2013,9,6,5,AA,MCO,ORD,1920,71.0,1.0,2105,66.0,1,0
2013,6,27,4,US,LGA,BOS,1400,-9.0,0.0,1508,13.0,0,0
2013,4,17,3,9E,DTW,PHL,745,-3.0,0.0,933,4.0,0,0
2013,8,17,6,DL,ATL,MCO,1455,2.0,0.0,1632,2.0,0,0
2013,8,4,7,MQ,ORD,DTW,915,-7.0,0.0,1130,1.0,0,0
2013,6,23,7,B6,JFK,LAX,1208,-5.0,0.0,1452,25.0,1,0
2013,7,13,6,AA,MSY,DFW,1615,16.0,1.0,1750,11.0,0,0
2013,6,20,4,EV,MSP,IAH,1356,0.0,0.0,1652,0.0,0,0
2013,5,16,4,MQ,ORD,OMA,1720,15.0,1.0,1850,6.0,0,0
2013,6,26,3,WN,FLL,MCI,1310,-3.0,0.0,1525,-8.0,0,0
2013,6,10,1,AA,DFW,SMF,2140,22.0,1.0,2320,4.0,0,0
2013,7,6,6,B6,DCA,MCO,700,-3.0,0.0,911,0.0,0,0
2013,10,21,1,WN,OAK,BUR,705,-1.0,0.0,815,-9.0,0,0
2013,10,4,5,DL,ATL,DCA,1520,12.0,0.0,1713,-5.0,0,0
2013,8,14,3,WN,SDF,MDW,1000,-1.0,0.0,1010,-2.0,0,0
2013,10,3,4,WN,MCI,LAX,1145,49.0,1.0,1320,48.0,1,0
2013,6,14,5,9E,DTW,IAH,1227,-2.0,0.0,1422,-15.0,0,0
2013,10,6,7,WN,LAS,MSY,1850,83.0,1.0,15,78.0,1,0
2013,10,1,2,UA,ORD,BOS,1925,-1.0,0.0,2241,-8.0,0,0
2013,6,18,2,DL,JAX,ATL,1700,0.0,0.0,1824,40.0,1,0
2013,6,2,7,WN,MDW,LAS,1130,9.0,0.0,1315,1.0,0,0
2013,5,21,2,DL,SFO,DTW,700,-8.0,0.0,1435,-24.0,0,0
2013,5,14,2,DL,ATL,JAX,1210,1.0,0.0,1320,-13.0,0,0
2013,4,30,2,OO,LAX,SJC,640,-1.0,0.0,750,2.0,0,0
2013,7,21,7,US,FLL,DCA,700,-7.0,0.0,924,-16.0,0,0
2013,6,25,2,UA,DEN,SAT,1944,58.0,1.0,2256,38.0,1,0
2013,5,7,2,WN,BUR,OAK,1155,-2.0,0.0,1305,-6.0,0,0
2013,6,25,2,AA,LGA,STL,1830,12.0,0.0,2015,-6.0,0,0
2013,4,13,6,OO,LAX,SJC,1410,-4.0,0.0,1520,-8.0,0,0
2013,5,18,6,VX,IAD,LAX,855,0.0,0.0,1140,-23.0,0,0
2013,8,19,1,YV,TUS,PHX,710,-2.0,0.0,756,-2.0,0,0
2013,7,14,7,YV,IAD,CLT,2155,-3.0,0.0,2323,-23.0,0,0
2013,6,23,7,WN,SNA,OAK,1540,6.0,0.0,1655,7.0,0,0
2013,10,25,5,WN,OAK,LAX,1600,26.0,1.0,1715,27.0,1,0
2013,8,3,6,OO,BUR,PDX,955,184.0,1.0,1200,172.0,1,0
2013,7,2,2,WN,MDW,BOS,530,-1.0,0.0,840,-5.0,0,0
2013,9,18,3,WN,BNA,SEA,920,-4.0,0.0,1210,-2.0,0,0
2013,6,29,6,WN,SEA,LAS,1535,4.0,0.0,1800,-5.0,0,0
2013,7,10,3,DL,CLT,DTW,925,15.0,1.0,1112,18.0,1,0
2013,5,21,2,VX,LAX,JFK,1040,45.0,1.0,1900,68.0,1,0
2013,8,11,7,WN,SAT,BWI,1000,-1.0,0.0,1430,-22.0,0,0
2013,6,26,3,AA,BOS,DFW,1515,0.0,0.0,1825,-26.0,0,0
2013,9,17,2,YV,BUR,PHX,645,-6.0,0.0,811,-3.0,0,0
2013,6,26,3,US,DTW,CLT,630,-3.0,0.0,809,-7.0,0,0
2013,6,16,7,DL,ATL,IAH,2145,5.0,0.0,2251,-8.0,0,0
2013,7,23,2,DL,RSW,ATL,600,-3.0,0.0,741,-4.0,0,0
2013,9,1,7,FL,FLL,BWI,720,-6.0,0.0,950,-13.0,0,0
2013,6,19,3,WN,OAK,BUR,2015,-6.0,0.0,2120,-14.0,0,0
2013,9,16,1,WN,LAS,MCI,1845,22.0,1.0,2330,8.0,0,0
2013,7,2,2,DL,ATL,SAN,1129,-1.0,0.0,1250,-9.0,0,0
2013,10,27,7,DL,MSY,MSP,1750,-1.0,0.0,2034,-5.0,0,0
2013,7,21,7,WN,AUS,MCO,1725,1.0,0.0,2100,8.0,0,0
2013,5,12,7,WN,FLL,PHX,1810,21.0,1.0,2015,19.0,1,0
2013,5,22,3,B6,OAK,LGB,855,-4.0,0.0,1011,-10.0,0,0
2013,10,30,3,AA,AUS,DFW,840,-8.0,0.0,945,-7.0,0,0
2013,7,15,1,AA,DFW,CLT,1655,23.0,1.0,2025,25.0,1,0
2013,6,6,4,B6,BOS,SJU,1330,-7.0,0.0,1722,-22.0,0,0
2013,6,13,4,DL,DTW,MSP,835,-2.0,0.0,933,-17.0,0,0
2013,6,26,3,DL,MKE,DTW,1435,-6.0,0.0,1643,-7.0,0,0
2013,6,27,4,B6,BOS,DCA,1015,-3.0,0.0,1148,-9.0,0,0
2013,10,15,2,B6,BDL,PBI,1342,17.0,1.0,1642,-12.0,0,0
2013,8,4,7,AA,ORD,SEA,1045,-2.0,0.0,1310,-10.0,0,0
2013,10,23,3,WN,HOU,OAK,835,8.0,0.0,1050,-10.0,0,0
2013,7,8,1,EV,IAH,MSY,1543,-3.0,0.0,1658,-8.0,0,0
2013,8,30,5,DL,ATL,PVD,920,19.0,1.0,1149,20.0,1,0
2013,8,2,5,AA,AUS,DFW,915,0.0,0.0,1020,-7.0,0,0
2013,4,24,3,FL,BWI,BOS,730,-4.0,0.0,855,-9.0,0,0
2013,8,2,5,UA,PDX,IAH,520,-4.0,0.0,1132,-17.0,0,0
2013,8,25,7,UA,ORD,IAD,1310,-5.0,0.0,1602,0.0,0,0
2013,9,8,7,AA,SJU,DFW,1045,-10.0,0.0,1445,-16.0,0,0
2013,7,17,3,AA,DFW,SNA,1925,16.0,1.0,2020,17.0,1,0
2013,10,25,5,B6,JFK,FLL,750,-3.0,0.0,1049,7.0,0,0
2013,7,17,3,WN,MSY,HOU,2035,1.0,0.0,2145,-12.0,0,0
2013,5,18,6,OO,SLC,PHX,840,-6.0,0.0,923,-9.0,0,0
2013,5,29,3,AA,DFW,SJC,1855,83.0,1.0,2030,120.0,1,0
2013,10,26,6,OO,DEN,MEM,955,0.0,0.0,1314,10.0,0,0
2013,9,24,2,AA,DFW,MEM,1635,-5.0,0.0,1805,-16.0,0,0
2013,4,10,3,DL,SJC,MSP,1240,-2.0,0.0,1821,7.0,0,0
2013,7,5,5,HA,LAS,HNL,900,-7.0,0.0,1210,-1.0,0,0
2013,7,3,3,US,PHX,SFO,2235,67.0,1.0,28,55.0,1,0
2013,10,16,3,US,IAH,PHX,2100,-9.0,0.0,2146,-10.0,0,0
2013,6,14,5,AA,ATL,DFW,1800,3.0,0.0,1930,-10.0,0,0
2013,8,8,4,OO,ABQ,SLC,605,-1.0,0.0,741,-11.0,0,0
2013,6,9,7,WN,CMH,STL,2000,11.0,0.0,2020,7.0,0,0
2013,5,14,2,AA,DFW,CLT,1500,1.0,0.0,1830,-14.0,0,0
2013,4,12,5,WN,DEN,MDW,1130,2.0,0.0,1445,3.0,0,0
2013,7,1,1,UA,IAH,TPA,1948,-5.0,0.0,2304,-13.0,0,0
2013,5,31,5,EV,MKE,EWR,1737,12.0,0.0,2051,4.0,0,0
2013,10,19,6,DL,MSP,CLT,1923,-4.0,0.0,2254,-27.0,0,0
2013,7,29,1,UA,LAX,IAH,617,-1.0,0.0,1145,-12.0,0,0
2013,4,4,4,AA,FLL,ORD,800,0.0,0.0,1015,-20.0,0,0
2013,4,21,7,AA,LAX,DFW,910,0.0,0.0,1415,-17.0,0,0
2013,10,23,3,OO,LAX,ABQ,940,-5.0,0.0,1230,-6.0,0,0
2013,10,24,4,WN,SEA,SLC,900,6.0,0.0,1150,10.0,0,0
2013,8,23,5,MQ,PHL,ORD,550,-2.0,0.0,700,-13.0,0,0
2013,6,3,1,US,PHL,BOS,2015,-6.0,0.0,2128,-12.0,0,0
2013,6,29,6,WN,TPA,BWI,2030,-1.0,0.0,2255,-19.0,0,0
2013,7,17,3,AA,MIA,DEN,1710,49.0,1.0,1925,30.0,1,0
2013,8,14,3,FL,CMH,MCO,1222,-5.0,0.0,1432,-6.0,0,0
2013,7,26,5,DL,HNL,ATL,1555,1.0,0.0,643,-20.0,0,0
2013,5,7,2,US,DCA,LGA,600,-6.0,0.0,704,-1.0,0,0
2013,5,24,5,AA,SJC,ORD,1355,7.0,0.0,2010,-10.0,0,0
2013,4,18,4,EV,CVG,IAH,1838,62.0,1.0,2011,116.0,1,0
2013,10,10,4,US,CLT,FLL,1145,34.0,1.0,1351,21.0,1,0
2013,5,25,6,AS,SEA,PHX,2115,-5.0,0.0,2355,-1.0,0,0
2013,5,28,2,DL,DTW,ORD,1222,37.0,1.0,1243,43.0,1,0
2013,10,31,4,UA,PDX,IAH,1203,-7.0,0.0,1808,0.0,0,0
2013,5,30,4,DL,AUS,ATL,1320,-2.0,0.0,1631,0.0,0,0
2013,4,30,2,AA,SAN,DFW,1710,-11.0,0.0,2200,-7.0,0,0
