num_frames,num_frames_avg,num_packets,num_packets_avg,num_packets_out_avg,num_packets_out_max,num_packets_out_min,num_packets_in_avg,num_packets_in_max,num_packets_in_min,weighted_num_packets_in_avg,weighted_num_packets_in_max,weighted_num_packets_in_min,frac_packets_in_out_avg,frac_packets_in_out_max,frac_packets_in_out_min,frac_packets_in_out_pan_avg,frac_packets_in_out_pan_max,frac_packets_in_out_pan_min,num_packets_equal_src_avg,num_packets_equal_src_max,num_packets_equal_src_min,num_packets_equal_src_pan_avg,num_packets_equal_src_pan_max,num_packets_equal_src_pan_min,num_packets_equal_dest_avg,num_packets_equal_dest_max,num_packets_equal_dest_min,num_packets_equal_dest_pan_avg,num_packets_equal_dest_pan_max,num_packets_equal_dest_pan_min,num_frames_out_avg,num_frames_out_max,num_frames_out_min,num_frames_in_avg,num_frames_in_max,num_frames_in_min,weighted_num_frames_in_avg,weighted_num_frames_in_max,weighted_num_frames_in_min,num_route_msgs,num_forwarded_packets,num_forwarded_packets_avg,num_forwarded_packets_max,num_forwarded_packets_min,num_packets_created_avg,num_packets_created_max,num_packets_created_min,frac_packets_created_acquired_avg,frac_packets_created_acquired_max,frac_packets_created_acquired_min,class
30746,2049,24752,1650,203,1590,51,198,1577,32,87.95,1566.0,250.0,0.16,1,0,0.07,1,0,58,83,39,347,382,262,58,77,35,347,406,290,252,1987,67,246,1995,39,109.37,1995.0,309.67,0,7814,521,1214,118,0,87,47,1.0,1,1,1
30979,2065,24977,1665,204,1651,48,200,1668,25,88.39,1593.0,202.67,0.23,1,0,0.2,1,0,58,79,42,347,382,267,58,81,33,347,409,266,253,2058,59,248,2077,30,109.55,1973.0,253.0,0,7933,529,1276,100,0,79,48,1.0,1,1,1
30305,2020,24327,1621,200,1596,46,196,1616,31,88.47,1051.0,249.33,0.2,1,0,0.27,1,0,58,76,35,348,378,248,58,81,38,348,386,264,248,1971,52,244,2026,39,110.19,1309.0,304.67,0,7623,508,1218,105,0,78,46,1.0,1,1,1
30928,2061,24683,1645,202,1592,49,198,1624,28,86.55,946.0,207.67,0.19,1,0,0.27,1,0,58,86,39,348,381,273,58,77,37,348,387,267,253,2002,57,248,2022,31,108.46,1193.0,261.33,0,7819,521,1213,98,0,86,49,1.0,1,1,1
30793,2052,24408,1627,201,1609,43,196,1640,34,100.64,1022.0,265.0,0.21,1,0,0.07,1,0,58,78,35,348,381,266,58,87,37,348,406,263,253,2039,51,247,2071,39,126.51,1272.0,332.5,0,7674,512,1232,113,0,84,43,1.0,1,1,1
30529,2035,24495,1633,201,1673,46,197,1691,28,80.78,1088.0,195.67,0.2,1,0,0.27,1,0,58,77,40,348,381,283,58,80,37,348,385,261,252,2075,62,246,2096,35,101.08,1380.0,242.33,0,7699,513,1290,114,0,85,46,1.0,1,1,1
31211,2080,24766,1651,204,1669,46,199,1667,29,73.6,1038.0,210.0,0.14,1,0,0.27,1,0,58,79,36,347,382,268,58,77,41,347,398,280,256,2113,55,250,2116,37,92.55,1305.0,269.67,0,7841,523,1287,98,0,83,46,1.0,1,1,1
30421,2028,24413,1627,201,1580,42,196,1614,34,89.88,1598.0,233.5,0.21,1,0,0.07,1,0,58,77,40,348,379,284,58,81,41,348,383,299,250,1958,45,245,2004,40,111.81,1998.0,292.0,0,7666,511,1203,116,0,79,42,1.0,1,1,1
30827,2055,24929,1661,204,1669,44,199,1713,25,82.8,1070.0,242.0,0.23,1,0,0.2,1,0,58,79,38,347,380,274,58,78,35,347,380,244,252,2043,55,246,2110,35,102.51,1353.0,292.67,0,7930,529,1289,91,0,85,44,1.0,1,1,1
30198,2013,24344,1622,201,1651,43,196,1702,28,70.52,771.0,172.0,0.19,1,0,0.27,1,0,58,76,34,348,380,279,58,76,39,348,400,272,249,2015,52,244,2132,37,87.45,943.0,213.0,0,7626,508,1274,105,0,81,43,1.0,1,1,1
31003,2066,24874,1658,203,1599,42,199,1580,32,81.46,1511.0,251.0,0.18,1,0,0.27,1,0,58,77,36,348,383,262,58,81,39,348,410,281,253,1995,51,248,1962,39,101.57,1910.0,305.0,0,7838,523,1216,113,0,81,42,1.0,1,1,1
31304,2086,24793,1652,202,1638,46,198,1658,27,86.75,1050.0,264.5,0.21,1,0,0.13,1,0,58,77,41,347,380,273,58,79,34,347,408,269,255,2077,60,250,2102,34,108.99,1314.0,333.0,0,7791,519,1260,108,0,80,46,1.0,1,1,1
30603,2040,24713,1647,203,1647,48,198,1674,29,88.32,1674.0,242.67,0.23,1,0,0.13,1,0,58,77,42,347,380,278,58,86,37,347,415,290,252,2005,55,245,2045,36,109.35,2045.0,296.67,0,7830,522,1265,112,0,83,48,1.0,1,1,1
30859,2057,24516,1634,202,1569,45,197,1596,29,90.78,1045.0,177.33,0.18,1,0,0.07,1,0,58,79,38,348,382,269,58,77,34,348,393,267,254,1966,55,248,1978,37,114.71,1360.0,225.67,0,7705,514,1190,122,0,84,45,1.0,1,1,1
31107,2073,24601,1640,201,1584,50,197,1614,22,82.29,1013.0,199.0,0.2,1,0,0.27,1,0,58,79,38,347,378,256,58,93,28,347,389,251,255,2010,59,250,2089,30,103.93,1259.0,246.0,0,7750,517,1202,118,0,81,50,1.0,1,1,1
30933,2062,24785,1652,203,1657,46,198,1665,27,61.71,750.0,188.33,0.18,1,0,0.27,1,0,58,75,38,347,382,267,58,75,32,347,397,257,254,2067,59,248,2090,34,76.77,906.0,227.67,0,7852,523,1274,114,0,76,46,1.0,1,1,1
30977,2065,24844,1656,203,1615,48,198,1626,33,91.95,1626.0,194.0,0.19,1,0,0.13,1,0,58,77,38,346,380,272,58,77,41,346,384,286,253,2009,59,247,2020,40,114.54,2020.0,244.67,0,7815,521,1235,104,0,81,48,1.0,1,1,1
30816,2054,24518,1634,202,1669,47,197,1686,30,72.96,1037.0,226.5,0.2,1,0,0.27,1,0,58,78,38,349,382,262,58,83,36,349,401,263,254,2090,60,248,2129,40,91.67,1274.0,285.5,0,7714,514,1286,101,0,78,47,1.0,1,1,1
31361,2090,24933,1662,204,1626,42,199,1639,31,66.7,858.0,204.0,0.19,1,0,0.27,1,0,58,81,35,346,380,280,58,77,32,346,389,246,258,2058,50,251,2086,39,83.88,1071.0,252.33,0,7950,530,1250,105,0,81,42,1.0,1,1,1
31021,2068,24625,1641,201,1574,48,197,1594,27,81.38,900.0,244.67,0.18,1,0,0.2,1,0,58,80,37,348,383,268,58,79,39,348,391,279,254,1988,60,249,2013,30,102.43,1149.0,308.67,0,7709,514,1195,111,0,80,48,1.0,1,1,1
30640,2042,24726,1648,204,1622,43,198,1657,26,75.03,979.0,250.67,0.14,1,0,0.13,1,0,58,80,29,347,381,270,58,79,35,347,402,242,253,1994,53,246,2038,30,93.12,1251.0,315.67,0,7877,525,1243,100,0,83,38,1.0,1,1,1
30587,2039,24577,1638,202,1613,46,197,1649,28,76.87,1010.0,237.0,0.22,1,0,0.13,1,0,58,80,36,347,380,267,58,79,36,347,386,268,251,2038,53,245,2042,33,95.62,1242.0,296.67,0,7756,517,1235,111,0,83,46,1.0,1,1,1
38558,2570,31871,2124,219,1851,48,272,2429,39,124.02,1554.0,312.0,0.32,1,0,1.0,1,1,63,78,48,377,380,369,63,85,43,377,408,349,272,2263,55,325,2844,49,147.18,1868.0,360.67,5220,8811,587,1408,103,69,135,48,1.02,2,1,1
33802,2253,27195,1813,216,1793,47,220,1902,38,81.09,912.0,203.33,0.27,1,0,0.6,1,0,63,81,47,379,383,370,63,82,40,379,424,347,270,2246,53,273,2367,47,100.45,1141.0,253.0,396,8962,597,1412,109,32,81,47,1.0,1,1,1
33968,2264,27135,1809,214,1703,47,219,1791,36,94.61,1317.0,203.0,0.27,1,0,0.8,1,0,63,80,47,379,384,368,63,91,41,379,413,357,269,2128,62,273,2245,40,117.54,1625.0,261.0,396,8887,592,1321,97,21,80,47,1.0,1,1,1
33843,2256,27174,1811,216,1838,50,219,1937,38,78.92,1054.0,205.67,0.27,1,0,0.73,1,0,63,81,50,379,383,372,63,80,42,379,397,338,270,2292,58,273,2414,45,97.67,1284.0,251.33,308,9022,601,1457,108,16,81,50,1.0,1,1,1
34023,2268,27485,1832,215,1814,44,222,1885,36,98.76,1885.0,209.33,0.3,1,0,0.8,1,0,63,78,44,377,383,363,63,82,46,377,409,341,268,2260,54,274,2325,41,121.51,2325.0,260.33,572,9016,601,1437,103,13,80,44,1.0,1,1,1
33499,2233,26920,1794,215,1783,43,216,1867,35,78.83,931.0,193.67,0.31,1,0,0.67,1,0,63,85,43,378,381,374,63,85,46,378,410,344,269,2206,55,269,2345,41,98.0,1140.0,240.67,132,8944,596,1404,97,11,88,43,1.0,1,1,1
34333,2288,27784,1852,218,1786,40,223,1863,36,97.2,1863.0,205.33,0.27,1,0,0.6,1,0,63,81,40,379,382,372,63,81,46,379,406,356,271,2234,48,275,2310,42,120.05,2310.0,254.67,352,9263,618,1408,99,9,84,40,1.0,1,1,1
33431,2228,27032,1802,216,1709,45,218,1788,37,92.55,1763.0,196.0,0.29,1,0,0.67,1,0,63,83,43,379,384,373,63,89,47,379,410,349,268,2122,55,270,2207,43,114.24,2183.0,243.67,308,8941,596,1328,126,8,86,45,1.0,1,1,1
33919,2261,27397,1826,217,1775,45,220,1848,37,85.42,1205.0,205.0,0.28,1,0,0.6,1,0,63,87,45,378,382,371,63,81,39,378,414,352,269,2199,54,273,2274,42,105.82,1501.0,255.67,352,9053,604,1398,98,7,87,45,1.0,1,1,1
33825,2255,27125,1808,215,1775,42,219,1871,38,106.97,1763.0,178.67,0.29,1,0,0.73,1,0,63,84,42,378,380,371,63,81,48,378,420,324,269,2262,49,273,2369,43,133.11,2164.0,224.67,308,8969,598,1396,122,6,84,42,1.0,1,1,1
33854,2256,27279,1818,216,1761,45,220,1855,41,78.48,1054.0,195.0,0.28,1,0,0.73,1,0,63,81,45,378,384,370,63,83,46,378,420,350,269,2164,49,273,2277,47,97.38,1297.0,238.33,396,9033,602,1382,117,6,81,45,1.0,1,1,1
33897,2259,27315,1821,214,1766,45,222,1907,38,96.23,1907.0,221.67,0.29,1,0,0.73,1,0,63,79,45,378,384,363,63,85,48,378,416,353,267,2190,51,274,2341,45,118.85,2341.0,270.33,660,8880,592,1386,132,5,81,45,1.0,1,1,1
33825,2255,26884,1792,216,1786,49,217,1851,37,74.86,778.0,187.33,0.29,1,0,0.67,1,0,63,79,49,379,382,374,63,81,45,379,417,328,272,2246,63,272,2331,44,94.19,958.0,236.67,132,8986,599,1406,109,5,81,49,1.0,1,1,1
33611,2240,27017,1801,214,1772,47,218,1920,34,102.62,1920.0,194.33,0.31,1,0,0.67,1,0,63,79,47,378,383,371,63,83,43,378,433,351,267,2225,55,270,2405,43,127.73,2405.0,239.67,308,8890,593,1392,104,5,79,47,1.0,1,1,1
33097,2206,26897,1793,215,1762,47,216,1832,32,99.62,1774.0,209.67,0.26,1,0,0.53,1,0,63,76,47,379,382,376,63,86,44,379,411,339,265,2211,58,266,2289,39,122.91,2197.0,261.33,132,8937,596,1385,97,4,76,47,1.0,1,1,1
33780,2252,27259,1817,217,1787,46,219,1884,35,80.68,1218.0,198.33,0.29,1,0,0.67,1,0,63,78,46,379,383,372,63,81,50,379,408,359,269,2216,60,270,2329,46,99.63,1489.0,241.33,176,9053,604,1409,115,4,78,46,1.0,1,1,1
34080,2272,27088,1805,216,1742,48,218,1800,27,82.18,1193.0,207.0,0.3,1,0,0.67,1,0,63,84,46,379,383,375,63,84,50,379,405,349,272,2240,61,274,2277,35,103.46,1511.0,263.67,176,9016,601,1365,110,4,85,46,1.0,1,1,1
33565,2237,26876,1791,214,1782,47,217,1899,31,83.42,1167.0,210.33,0.29,1,0,0.6,1,0,63,82,46,379,383,374,63,85,45,379,406,349,268,2233,58,271,2374,39,104.18,1444.0,259.67,220,8904,594,1405,102,4,82,46,1.0,1,1,1
34007,2267,27165,1811,216,1742,47,218,1797,34,112.18,1797.0,199.67,0.31,1,0,0.53,1,0,63,79,47,379,381,377,63,87,42,379,423,349,271,2165,63,272,2222,40,140.0,2222.0,254.33,88,9024,602,1363,113,3,79,47,1.0,1,1,1
33972,2264,27388,1825,216,1768,49,220,1859,35,82.66,1093.0,211.0,0.3,1,0,0.67,1,0,63,77,49,378,384,372,63,86,41,378,408,339,270,2204,58,273,2299,40,102.56,1372.0,258.67,308,9074,605,1392,115,3,79,49,1.0,1,1,1
34003,2266,27039,1802,215,1797,48,218,1882,32,93.42,1882.0,213.33,0.26,1,0,0.73,1,0,63,80,48,379,383,375,63,83,49,379,408,352,271,2275,55,274,2365,43,117.53,2365.0,259.67,352,8895,593,1414,95,3,82,48,1.0,1,1,1
33012,2200,26785,1785,215,1774,45,216,1877,40,105.43,1707.0,204.0,0.26,1,0,0.67,1,0,63,83,45,378,383,374,63,81,44,378,399,354,266,2184,55,267,2332,47,129.86,2072.0,248.0,220,8923,595,1398,115,3,84,45,1.0,1,1,1
33456,2230,26958,1797,216,1774,42,217,1872,37,75.39,844.0,202.67,0.27,1,0,0.53,1,0,63,77,42,378,382,374,63,86,42,378,406,352,268,2230,51,270,2317,42,93.64,1042.0,253.0,220,9001,600,1394,119,3,79,42,1.0,1,1,1
34156,2277,27110,1807,215,1796,44,219,1896,36,79.19,1046.0,201.0,0.26,1,0,0.53,1,0,63,81,44,378,381,369,63,80,42,378,415,345,271,2270,52,275,2399,44,99.84,1303.0,248.0,396,8902,593,1420,113,3,81,44,1.0,1,1,1
33951,2263,27268,1817,215,1810,43,220,1929,36,91.22,1212.0,194.67,0.27,1,0,0.67,1,0,63,78,43,379,383,368,63,83,42,379,431,343,269,2245,57,274,2416,42,112.96,1501.0,241.33,352,8989,599,1430,101,3,80,43,1.0,1,1,1
33903,2260,27371,1824,216,1756,50,221,1848,33,118.6,1848.0,209.0,0.3,1,0,0.67,1,0,63,77,50,378,382,367,63,79,46,378,403,351,269,2198,63,274,2300,39,147.24,2300.0,253.67,484,8997,600,1377,124,2,77,50,1.0,1,1,1
33809,2253,27216,1814,217,1795,46,218,1900,37,96.44,1750.0,190.0,0.27,1,0,0.6,1,0,63,81,46,379,381,376,63,91,45,379,420,347,271,2227,57,271,2358,42,119.26,2153.0,244.0,132,9091,606,1417,105,2,83,46,1.0,1,1,1
33656,2243,27183,1812,216,1780,44,218,1820,38,88.6,1084.0,198.0,0.27,1,0,0.6,1,0,63,79,44,378,384,373,63,87,46,378,410,346,268,2224,56,270,2283,43,108.81,1331.0,243.67,264,8991,599,1400,128,2,79,44,1.0,1,1,1
33403,2226,27060,1804,216,1771,51,218,1840,36,101.12,1738.0,207.0,0.26,1,0,0.6,1,0,63,75,49,378,383,371,63,80,49,378,402,356,267,2186,59,269,2276,42,124.31,2125.0,257.67,352,8969,598,1389,112,2,75,51,1.0,1,1,1
33577,2238,26993,1799,215,1725,49,216,1823,37,82.48,1236.0,195.0,0.26,1,0,0.73,1,0,63,79,40,378,384,374,63,80,45,378,409,340,268,2155,63,269,2273,44,102.25,1534.0,248.67,220,8852,590,1347,109,2,80,40,1.0,1,1,1
34050,2270,27343,1822,216,1762,48,220,1813,39,93.22,1062.0,200.0,0.28,1,0,0.6,1,0,63,81,48,378,381,371,63,78,48,378,418,346,269,2236,58,274,2264,45,115.82,1332.0,248.0,352,9056,604,1382,88,2,81,48,1.0,1,1,1
34022,2268,27282,1818,217,1733,42,219,1828,38,106.16,1201.0,195.0,0.28,1,0,0.67,1,0,63,86,42,378,382,374,63,84,45,378,400,356,270,2155,49,273,2282,45,132.3,1487.0,240.0,176,9104,607,1354,95,2,86,42,1.0,1,1,1
33894,2259,27310,1820,216,1746,47,220,1863,38,97.52,1163.0,213.0,0.27,1,0,0.67,1,0,63,79,46,378,384,374,63,83,45,378,416,325,269,2160,57,273,2288,44,121.12,1441.0,261.67,352,9046,603,1370,107,2,79,47,1.0,1,1,1
33902,2260,27402,1826,218,1746,43,220,1824,40,89.77,1824.0,214.67,0.27,1,0,0.6,1,0,63,87,40,379,385,373,63,83,43,379,409,349,269,2152,49,272,2250,47,111.24,2250.0,256.67,264,9133,609,1369,106,2,87,43,1.0,1,1,1
33302,2220,26988,1799,215,1707,48,218,1809,37,95.73,1782.0,196.0,0.28,1,0,0.8,1,0,63,79,48,379,382,369,63,82,46,379,411,353,265,2116,62,269,2231,44,118.42,2189.0,240.0,352,8873,592,1327,123,2,80,48,1.0,1,1,1
34119,2274,27398,1826,215,1760,49,220,1875,32,83.16,1057.0,212.0,0.32,1,0,0.8,1,0,63,85,48,379,385,368,63,85,41,379,411,351,269,2187,56,274,2354,42,103.58,1315.0,263.0,308,9002,600,1379,104,2,85,49,1.0,1,1,1
33865,2257,27054,1803,215,1767,45,219,1855,40,105.03,1855.0,203.0,0.29,1,0,0.67,1,0,63,78,45,379,383,372,63,90,44,379,412,353,270,2234,60,273,2335,48,131.27,2335.0,249.33,396,8865,591,1389,110,2,79,45,1.0,1,1,1
34120,2274,27309,1820,216,1783,42,219,1829,38,115.32,1829.0,209.0,0.27,1,0,0.67,1,0,63,85,42,378,383,374,63,84,46,378,404,353,271,2221,51,274,2281,46,143.51,2281.0,263.33,264,9061,604,1404,96,2,85,42,1.0,1,1,1
33873,2258,27416,1827,217,1748,48,220,1812,42,101.22,1218.0,192.0,0.29,1,0,0.67,1,0,63,81,40,379,384,368,63,82,47,379,409,347,269,2169,58,272,2238,51,125.14,1527.0,233.67,308,9036,602,1365,106,2,81,40,1.0,1,1,1
33667,2244,27057,1803,215,1759,46,218,1819,38,89.83,1076.0,202.33,0.28,1,0,0.6,1,0,63,84,46,378,385,373,63,82,46,378,402,361,268,2192,53,270,2258,47,111.42,1315.0,249.0,220,8959,597,1380,124,2,84,46,1.0,1,1,1
34122,2274,27129,1808,215,1731,45,219,1876,35,95.31,1239.0,200.67,0.29,1,0,0.67,1,0,63,81,45,378,382,372,63,85,43,378,418,334,271,2190,53,275,2375,42,119.68,1526.0,245.33,396,8945,596,1354,103,2,81,45,1.0,1,1,1
33945,2263,26910,1794,215,1801,48,216,1859,36,79.18,811.0,192.33,0.27,1,0,0.6,1,0,63,76,48,378,384,374,63,79,43,378,406,354,271,2271,61,273,2365,45,99.59,1015.0,240.0,132,8933,596,1424,106,2,77,48,1.0,1,1,1
34243,2282,27306,1820,216,1736,44,220,1827,37,104.78,1777.0,205.67,0.29,1,0,0.6,1,0,63,80,44,378,383,366,63,86,44,378,407,351,271,2159,53,276,2265,47,131.51,2248.0,250.0,484,8952,597,1357,118,1,81,44,1.0,1,1,1
33489,2232,27183,1812,215,1720,46,219,1819,35,106.88,1733.0,191.67,0.33,1,0,0.6,1,0,63,80,46,379,385,375,63,91,47,379,409,346,266,2116,54,270,2229,43,131.96,2130.0,234.67,352,8906,594,1339,94,1,81,46,1.0,1,1,1
33842,2256,27061,1804,217,1784,44,218,1852,36,75.5,843.0,192.67,0.29,1,0,0.53,1,0,63,81,44,379,383,370,63,84,47,379,402,356,271,2242,56,272,2318,47,94.25,1060.0,241.67,132,9049,603,1408,105,1,81,44,1.0,1,1,1
33801,2253,27321,1821,217,1810,42,220,1880,35,90.65,1220.0,212.67,0.3,1,0,0.73,1,0,63,78,42,379,383,370,63,82,48,379,413,348,269,2236,50,273,2294,44,112.48,1530.0,262.67,396,9043,603,1434,102,1,78,42,1.0,1,1,1
34204,2280,27547,1836,218,1720,46,221,1825,35,91.33,1825.0,190.0,0.28,1,0,0.73,1,0,63,81,46,378,381,376,63,88,44,378,423,352,271,2154,56,275,2278,43,113.31,2278.0,234.0,352,9156,610,1343,118,1,81,46,1.0,1,1,1
34346,2289,27465,1831,217,1782,49,221,1884,36,93.48,1168.0,211.0,0.26,1,0,0.6,1,0,63,82,49,378,381,371,63,82,42,378,415,345,272,2201,61,276,2347,39,117.13,1446.0,258.33,396,9106,607,1404,130,1,82,49,1.0,1,1,1
33961,2264,27354,1823,216,1745,48,220,1845,31,91.95,1208.0,199.0,0.28,1,0,0.67,1,0,63,78,48,378,382,371,63,86,46,378,406,350,269,2185,59,273,2321,39,113.93,1508.0,241.67,308,9028,602,1365,121,1,78,48,1.0,1,1,1
34394,2292,27551,1836,218,1786,47,221,1893,37,86.88,1242.0,208.0,0.22,1,0,0.67,1,0,63,79,47,378,382,368,63,88,45,378,431,330,272,2228,57,275,2384,42,108.22,1548.0,257.33,308,9167,611,1408,99,1,79,47,1.0,1,1,1
33669,2244,26819,1787,214,1738,43,216,1843,40,116.5,1843.0,192.67,0.28,1,0,0.67,1,0,63,77,43,379,382,375,63,80,48,379,401,355,269,2181,54,271,2291,47,146.36,2291.0,241.67,132,8909,594,1359,114,1,78,43,1.0,1,1,1
34048,2269,27166,1811,215,1788,45,219,1879,35,71.61,1235.0,198.33,0.32,1,0,0.73,1,0,63,79,45,379,383,371,63,80,48,379,408,331,270,2251,57,274,2366,41,89.3,1551.0,240.33,308,8976,598,1407,109,1,79,45,1.0,1,1,1
33531,2235,26861,1790,213,1705,48,217,1866,35,117.27,1866.0,199.67,0.28,1,0,0.6,1,0,63,78,48,378,384,371,63,82,44,378,437,331,266,2156,59,270,2344,45,146.3,2344.0,243.0,352,8759,584,1328,92,1,78,48,1.0,1,1,1
33900,2260,27162,1810,216,1771,50,219,1858,38,95.52,1858.0,209.0,0.28,1,0,0.53,1,0,63,78,50,378,382,371,63,84,41,378,420,353,270,2239,61,273,2297,41,118.76,2297.0,254.0,308,8963,598,1393,99,1,78,50,1.0,1,1,1
34340,2289,27451,1830,216,1777,48,222,1852,39,73.8,899.0,208.0,0.32,1,0,0.73,1,0,63,81,48,379,385,369,63,88,48,379,414,338,271,2201,56,277,2290,44,91.88,1103.0,249.0,440,9050,603,1399,106,1,84,48,1.0,1,1,1
33778,2251,26939,1795,216,1772,48,216,1845,32,80.53,1046.0,183.33,0.3,1,0,0.6,1,0,63,81,44,379,384,376,63,80,46,379,409,352,272,2202,57,271,2271,37,100.9,1295.0,223.0,44,9023,602,1390,117,1,81,44,1.0,1,1,1
34218,2281,27319,1821,216,1762,38,220,1862,33,97.12,1227.0,203.33,0.29,1,0,0.8,1,0,63,83,38,378,383,369,63,80,42,378,406,340,271,2221,45,275,2347,37,120.9,1504.0,249.33,352,8983,599,1386,136,1,83,38,1.0,1,1,1
33665,2244,26953,1796,214,1734,48,217,1816,34,87.9,1224.0,197.33,0.27,1,0,0.73,1,0,63,82,48,379,383,375,63,87,44,379,418,335,268,2192,59,271,2290,41,109.5,1558.0,245.33,176,8882,592,1355,100,1,82,48,1.0,1,1,1
33863,2257,27168,1811,215,1768,49,219,1863,33,79.35,941.0,209.33,0.3,1,0,0.8,1,0,63,89,49,379,382,367,63,84,41,379,410,359,269,2175,60,274,2276,37,99.28,1208.0,268.33,440,8930,595,1390,84,1,89,49,1.0,1,1,1
33999,2266,27331,1822,216,1784,45,220,1871,40,104.83,1254.0,209.0,0.26,1,0,0.73,1,0,63,79,45,379,382,373,63,83,49,379,401,344,270,2206,53,274,2315,44,129.81,1556.0,258.33,352,9042,603,1402,122,1,79,45,1.0,1,1,1
34196,2279,27322,1821,217,1833,46,219,1865,31,92.56,1253.0,201.33,0.27,1,0,0.73,1,0,63,80,43,379,383,373,63,89,46,379,412,335,272,2296,58,274,2359,42,115.51,1537.0,248.67,264,9054,604,1456,109,1,80,43,1.0,1,1,1
33590,2239,27165,1811,216,1796,40,218,1883,30,70.28,1039.0,214.33,0.29,1,0,0.67,1,0,63,83,40,378,383,372,63,77,46,378,408,332,268,2193,50,270,2318,41,86.94,1269.0,265.67,308,8987,599,1417,104,1,83,40,1.0,1,1,1
33943,2262,27297,1819,216,1777,50,220,1896,41,98.39,1896.0,190.33,0.27,1,0,0.8,1,0,63,81,43,378,385,373,63,88,43,378,413,347,269,2208,61,272,2365,46,122.42,2365.0,233.33,396,8950,597,1396,122,1,84,46,1.0,1,1,1
34377,2291,27308,1820,216,1800,48,219,1848,37,89.58,1848.0,199.67,0.33,1,0,0.6,1,0,63,80,48,379,383,375,63,82,46,379,426,337,271,2242,56,275,2309,46,112.38,2309.0,256.67,264,8999,600,1421,112,1,85,48,1.0,1,1,1
33905,2260,27228,1815,216,1777,47,219,1875,36,82.46,1754.0,201.67,0.32,1,0,0.73,1,0,63,85,41,378,382,370,63,80,46,378,401,336,269,2214,56,272,2320,37,102.28,2182.0,251.67,352,8974,598,1399,113,1,85,41,1.0,1,1,1
34373,2291,27653,1843,217,1806,45,222,1914,36,90.29,1272.0,203.67,0.31,1,0,0.73,1,0,63,79,45,378,383,367,63,80,42,378,426,344,270,2273,54,276,2369,43,111.44,1572.0,248.67,484,9100,607,1428,88,1,79,45,1.0,1,1,1
33944,2262,27283,1818,217,1782,45,219,1861,38,82.98,1214.0,209.67,0.29,1,0,0.67,1,0,63,75,45,377,381,372,63,77,42,377,402,348,270,2213,54,272,2296,47,103.25,1499.0,260.67,264,9058,604,1402,89,1,78,45,1.0,1,1,1
33792,2252,27129,1808,215,1798,50,218,1884,37,81.83,1068.0,205.33,0.26,1,0,0.73,1,0,63,79,50,378,382,374,63,78,44,378,413,355,269,2241,61,271,2358,45,102.47,1369.0,249.0,220,8975,598,1422,110,1,80,50,1.0,1,1,1
34113,2274,27332,1822,215,1768,42,220,1877,32,74.31,752.0,222.33,0.28,1,0,0.8,1,0,63,90,42,379,383,371,63,81,41,379,404,347,270,2199,50,275,2313,41,92.43,923.0,276.67,440,8952,597,1392,105,1,91,42,1.0,1,1,1
34333,2288,27261,1817,216,1775,46,219,1852,40,98.77,1691.0,200.0,0.27,1,0,0.67,1,0,63,81,45,378,382,372,63,80,42,378,422,331,273,2223,58,276,2322,45,124.11,2136.0,252.67,352,8975,598,1397,122,1,81,46,1.0,1,1,1
34416,2294,27357,1823,215,1788,44,220,1896,37,83.55,1203.0,206.0,0.36,1,0,0.8,1,0,63,95,44,378,381,372,63,83,47,378,415,346,271,2270,54,276,2402,47,104.46,1504.0,254.67,352,8991,599,1408,117,1,95,44,1.0,1,1,1
33069,2204,26876,1791,215,1815,40,216,1898,35,107.4,1898.0,197.33,0.28,1,0,0.6,1,0,63,80,40,379,384,373,63,80,42,379,408,355,265,2212,50,266,2310,45,132.08,2310.0,243.67,132,8890,593,1431,117,1,80,40,1.0,1,1,1
34340,2289,27351,1823,216,1762,51,220,1863,42,99.33,1246.0,198.67,0.28,1,0,0.6,1,0,63,77,47,378,382,372,63,95,44,378,411,353,272,2233,62,276,2384,51,124.38,1589.0,241.33,352,8975,598,1381,95,1,79,47,1.0,1,1,1
34313,2287,27848,1856,218,1810,43,224,1932,27,99.9,1783.0,197.0,0.27,1,0,0.87,1,0,63,81,42,378,382,369,63,89,34,378,417,286,270,2245,53,275,2362,36,123.48,2218.0,238.67,440,9234,616,1432,112,1,81,43,1.0,1,1,1
33835,2255,27299,1819,217,1761,45,220,1868,36,93.03,1206.0,208.33,0.31,1,0,0.53,1,0,63,79,45,379,383,372,63,83,45,379,414,340,269,2197,53,272,2326,44,114.76,1475.0,259.67,308,9073,605,1380,87,1,79,45,1.0,1,1,1
33467,2231,27228,1815,215,1754,49,220,1872,40,85.15,1082.0,213.33,0.27,1,0,0.6,1,0,63,81,47,378,382,368,63,82,49,378,423,337,266,2158,59,271,2301,46,104.31,1338.0,259.0,484,8916,594,1372,136,1,81,48,1.0,1,1,1
33891,2259,27187,1812,215,1760,48,218,1847,38,98.36,1847.0,206.0,0.29,1,0,0.8,1,0,63,79,48,378,381,373,63,84,39,378,412,332,267,2222,57,272,2313,43,122.02,2313.0,257.33,264,8939,596,1383,107,1,79,48,1.0,1,1,1
33576,2238,26982,1798,215,1686,43,218,1774,36,94.97,1227.0,203.33,0.34,1,0,0.67,1,0,63,81,43,378,382,371,63,91,45,378,404,358,268,2142,51,270,2232,47,117.43,1535.0,247.67,264,8915,594,1306,120,1,81,43,1.0,1,1,1
